question,answer,level
"( 연의, 사서 공통 ) 구석 중 궁시란, 붉은색 활 한 벌과 같은 색의 화살 백 개, 그리고 검은 활 열 벌과 같은 색의 화살 ___ 개를 가지고 다닐 수 있는 특전으로, 마음대로 역적을 토벌해도 되는 권리를 의미했다.",3000,super hard
"( 연의 ) 여포가 한윤을 조조에게 보내버리자, 원술은 대군을 7로군으로 편성하여 여포를 공격했는데, 기도로 공격해오는 진기군을 맞아 싸우기 위해 출전한, 여포의 부하의 이름은?",진궁,very hard
( 연의 ) 장억은 죽었을 때 ㅁㅁㅁㅁ이었다.,탕구장군,super hard
"( 연의 ) 허도를 급히 떠나던 유비는 ""왜 이렇게 서둘러 출정하느냐"" 고 묻는 관우와 장비의 질문에 ""그동안 나는 새장에 갇힌 새나 어망에 잡힌 물고기 같았는데, 이번 출병으로 물고기가 큰 바다로 돌아가고 새가 푸른 ㅁㅁ로 날아가는 것과 같다"" 고 대답했다.",하늘,very hard
"( 연의 ) 손권은 황조를 죽이고는, 감녕과 능통의 충돌을 막기 위해서 감녕을 ㅁ구로 보내어 주둔하도록 했다.",하,very hard
( 연의 ) 호뢰관에서 여포에게 패하고 크게 부상당한 무안국을 부하로 두고 있었던 군웅의 이름은?,공융,hard
"( 연의 ) 사마소가 _____의 의견에 따라 수춘성에 공세를 퍼붓자, 증선이 북문을 열어주었다.",종회,super hard
"( 연의 ) 조조가 장로의 항복을 받아내고 한중을 얻자, 유비는 제갈량의 진언에 따라 손권에게 강하, 계양, 장사 세 군을 주고 합비를 공격해달라고 하기로 했는데, 이런 제안을 전하러 손권에게 사자로 간 사람의 이름은?",이적,very hard
"( 연의, 사서 공통 ) ""_____의 인물됨을 보아 보필할만한 사람이라면 도와주되, 그럴만한 인재가 못되거든 그대가 스스로 성도의 주인이 되어도 좋다"" 는 유비의 말을 들은 제갈량은, 눈물을 흘리며 ""죽을 때까지 충성하고 신하로서 헌신하겠다"" 고 말했다.",유선,medium
"( 연의 ) 제갈량은 동오로 갔다가 손권의 부하들과 설전을 하고는 바로 손권을 만난 자리에서 손권을 화나게 만들었는데, 손권이 자리를 뜨자 손권을 따로 만나 다시 제갈량을 불러 조조를 이길 계책을 묻도록 설득한 사람의 이름은?",노숙,hard
"( 연의, 사서 공통 ) 하안에 대해 ""혼이 몸을 떠나있고 피가 붉지 않으며, 정신은 붕 떠있고 얼굴은 마른 나무같다"" 고 외삼촌에게 말한 사람의 이름은?",관로,super hard
"( 연의 ) 가정으로 보낸 마속이 자신의 명령을 어겼음을 알게 되자, 제갈량은 ___명의 병력을 이끌고 서성현으로 가서 군량을 이동시키려고 했다.",5000,super hard
( 연의 ) 공손월의 형의 이름은?,공손찬,medium
"( 연의, 사서 공통 ) 가화 4년에 오나라의 황제였던 사람의 이름은?",손권,very hard
"( 연의 ) 곽회는 열류성으로 들어가려 하다가, 성 위에 ""ㅁㅁㅁㅁ 사마의"" 라고 쓰여 있는 깃발을 보았다.",평서도독,very hard
"( 연의 ) 궁궐 문 앞에서 무사들이 두 줄로 서서 병장기를 들고 있는 모습을 보고, 또한 가마솥 안에 ㅁㅁ이 끓고 있는 것을 보고 들어간 사신 등지는, 손권에게 읍할 뿐 절하지 않았다.",기름,very hard
"( 사서 ) 손책으로부터 유언으로 ""손권에게 일을 맡길 수 없으면 그대가 직접 나라를 취하라"" 고 하는 말을 들은 사람의 이름은?",장소,very hard
"( 연의 ) 제갈탄의 반란이 진압되자, ""항복해 온 자들도 강회지방에 근거를 두고 있으니, 또 반란을 일으킬 것을 대비해 그들을 모두 구덩이에 묻어야 한다"" 는 _____의 의견에도 불구하고, 사마소는 항복해 온 사람들을 죽이지 않기로 결정했다.",배수,super hard
"( 연의 ) 손침은 주이를 처형시키고는, 전단의 아들 _____도 호출하여 꾸짖은 뒤 건업으로 돌아갔다.",전의,very hard
"( 연의, 사서 공통 ) 황제 유선의 삼남의 이름은?",유종,super hard
"( 연의 ) 오장원을 지나 촉한군을 추격하던 사마의는, 방향을 바꾸어 달려오는 적군의 가운데에서 ㅁㅁㅁ를 타고 우선을 들고 앉아있는 형상을 보고 크게 놀라 달아났다.",사륜거,very hard
"( 연의, 사서 공통 ) 제갈량이 황제 유선의 휘하에서 승상직을 수행 중일 때, 원침은 ㅁㅁㅁ이자 도정후였다.",전장군,super hard
"( 연의 ) 손권의 누이인 손인은, _____의 사망 소식을 듣고는 강물에 투신하여 죽었는데, 이는 잘못된 소식이었다.",유비,hard
"( 연의, 사서 공통 ) 주방이 조휴를 속였을 때, 가규는 오나라 군사가 ㅁ현에 집결했을 것이라고 예상했다.",환,super hard
"( 연의 ) 상방곡에 지뢰가 설치되었을 때, ""저희가 죽기로 싸워 나라의 은혜에 보답하겠다"" 는 말을 들은 사마의는 ""그렇다면 두 사람이 길을 나눠서 출진하여 싸워보라"" 고 말하고 하후혜와 하후화에게 각각 ___명의 병력을 이끌게 했다.",5000,super hard
"( 연의 ) 낙양에서 와병 중이던 조진은 기뻐하며 ""당신이 이 임무를 맡으면 촉나라 군대를 물리칠 수 있을 것"" 이라고 _____에게 말했다.",사마의,hard
"( 연의, 사서 공통 ) 사마염은 ㅁㅁ에게 문제라는 시호를 올렸다.",부친,very hard
"( 연의 ) 가정으로 보낸 마속이 명령을 어겼음을 알게 되자, 5천의 병력을 이끌고 서성현으로 간 사람의 이름은?",제갈량,very hard
( 사서 ) 원침의 출신지는 예주 ___군이다.,영천,super hard
"( 연의 ) 순우단이 부융의 영채를 공격하러 떠나자, 육손은 서성과 정봉에게 각각 ___명의 병력을 주어 패하고 돌아오는 순우단을 구하도록 했다.",3000,super hard
"( 연의, 사서 공통 ) 전국옥새는 ㅁㅁ시대 때의 초나라 사람 변화가 형산 아래에서 얻은 돌 속의 옥으로 만든 것이다.",춘추,super hard
"( 연의, 사서 공통 ) 공융의 아버지인 공주는 ㅁㅁ도위를 지냈었다.",태산,super hard
"( 연의, 사서 공통 ) 공손연은 연호를 ㅁㅁ으로 정하고 스스로를 연왕이라고 칭했다.",소한,super hard
"( 연의, 사서 공통 ) 손권이 죽은 해에, 정남대장군 _____에게는 남군을, 정동장군 호준에게는 동흥을, 관구검에게는 무창을 공격하라는 지시가 떨어졌다.",왕창,super hard
"( 연의 ) 제갈량은 매복해 있다가 나타나서, 적장들에게 ""곽회와 손례는 달아나지 말라"" 고 소리치고는, ""우리 진영에 싸움을 거는 동안 너희들을 보내어 우리의 배후를 노리는 것이 _____의 계책이었겠지만, 무도와 음평은 이미 내가 점령했다"" 고 외쳤다.",사마의,hard
"( 연의 ) 누군가에 의해 ""강동의 호랑이"" 에 비유된 사람의 이름은?",손견,medium
"( 연의, 사서 공통 ) 양평 ㅁ쪽의 시장에 둘레가 몇 자나 되는 고깃덩이가 있었는데, 그것에는 머리와 눈과 입술이 있었지만 팔과 다리는 없었는데도 움직일 수 있었다.",북,super hard
"( 연의, 사서 공통 ) 채옹의 딸인 채염의 출신지는 연주 ___군이다.",진류,super hard
"( 연의, 사서 공통 ) 연왕을 자칭한 공손연의 할아버지의 이름은?",공손도,hard
"( 연의 ) 대군을 열병시켜 보여준 조조에게, 장송은 ""조조의 군대가 가는 곳마다 승리하는 것을 잘 안다"" 고 하면서, 복양, 완성, 화용도에서의 일과 ㅁㅁ에서 장수와 싸운 일, 동관에서 수염을 자르고 전포를 벗어던진 일과 위수에서 배를 빼앗아 타고 화살을 피한 일을 언급했다.",완성,very hard
"( 연의, 사서 공통 ) 오나라의 신하였던 전단은 ㅁ나라에 항복했다.",위,very hard
"( 연의, 사서 공통 ) 유선의 총애를 받았던 환관으로, 중상시가 되어 정권을 장악했으나 나라를 쇠퇴하게 만들었으며, 강유 대신 염우에게 군권을 주려고 하였으나 실패했고, 유선이 위나라에 항복하자 뇌물로 목숨을 부지하려고 시도한 사람의 이름은?",황호,medium
"( 연의, 사서 공통 ) ""지금 일어난 반란군에는 관구검의 세력 때문에 어쩔 수 없이 그를 따르는 자가 많으므로, 우리는 대군으로 위엄을 보이고 적을 와해시켜야 한다"" 고 사마사에게 말한 사람의 이름은?",왕기,super hard
"( 연의, 사서 공통 ) ""문흠에게는 모반할 마음이 없었는데, 다른 사람이 잘못 이끌어 상황이 이렇게 된 것이니, 그를 만나 설득해보겠다"" 고 말하여 사마사에게 허락을 받은 사람의 성은 ___씨이다.",윤,very hard
"( 연의 ) 장합과 대릉이 3만의 병력으로 추격에 나섰을 무렵, 촉한의 장수들이 밤에 모인 자리에서 ""위나라 군대가 앞뒤로 우리 복병을 공격하면, 아무리 왕평이 뛰어나도 몸을 둘로 나눌 수는 없으니, 장수 하나를 같이 보내야겠다"" 는 _____의 말을 듣자, 장익이 자원했다.",제갈량,hard
"( 연의 ) 제갈량은 ""위나라 병사로 꾸민 1천의 병력을 이끌고 오늘 밤 안으로 북원을 지나되, 적이 누구냐고 묻거든 군량을 수송하는 부대라고 대답하고 숨어들어 위나라 병사들을 죽이고 목우와 유마를 몰고 돌아오라"" 는 명령을 _____에게 내렸다.",왕평,hard
"( 연의 ) 사신 등지의 활약으로 촉과 오가 화친하자, 조비는 ""싸움배들로 채주와 영천에서 회수로 들어가 수춘을 함락시키고, 광릉에 이르러 장강을 건넌 뒤 ㅁㅁ를 취하자"" 는 사마의의 계책을 따르기로 하고 오나라 정벌을 시도했다.",남서,super hard
"( 연의, 사서 공통 ) 완성에서 장수의 기습으로 죽은, 조조의 조카의 이름은?",조안민,hard
"( 연의 ) 적장으로부터 진식과 하후상의 포로교환 제안이 오자, 받아들인 사람의 이름은?",황충,hard
"( 연의, 사서 공통 ) 등애는 ㅁ 위에 올라가서 흐르는 물을 목격하는 꿈을 꾸었는데, 그 해몽을 듣자 기분이 좋지 않았다.",산,super hard
"( 연의, 사서 공통 ) 이회의 출신지는 익주 ___군이다.",건녕,super hard
"( 연의, 사서 공통 ) 등현은 _____의 생질이었다.",맹달,hard
"( 연의 ) 제갈량이 마속과 함께 위나라 정벌에 나섰을 때, 용양장군이었던 사람의 이름은?",관흥,very hard
"( 연의 ) 관흥에게 북두칠성을 수놓은 검은 깃발을 들게 하여, 자신의 앞에서 걸어가게 한 사람의 이름은?",제갈량,hard
( 연의 ) 황건적 조홍과 겨루어 그를 찔러 말에서 떨어뜨린 사람의 이름은?,손견,very hard
"( 연의, 사서 공통 ) 유심의 형 중 세 번째로 나이가 많은 사람의 이름은?",유종,super hard
( 연의 ) 포위를 뚫은 뒤 혼자 서산의 작은 길로 이틀을 가서 강유를 만난 사람의 이름은?,이흠,super hard
"( 연의 ) 장판파의 전투에서, 유선을 품에 안은 조운이 조조군을 휩쓸고 지나가는 모습을 경산 위에서 바라보던 조조는, 저 장수가 누구냐고 물었는데, 이 때 ""상산의 조자룡"" 이라고 대답한 조조의 부하의 이름은?",조홍,very hard
"( 연의 ) 장반과 초이는 성을 나가서 결전을 하자고 주장했으나, 이 의견을 듣고 화를 낸 사람의 이름은?",제갈탄,very hard
"( 연의 ) 동탁은 황제를 가덕전에 오르도록 하고, 문무백관을 모두 모이게 한 뒤, 손에 칼을 들고 _____에게 황제를 폐위하는 책문을 읽도록 했다.",이유,very hard
"( 연의 ) 좌자가 까는 귤마다 알맹이가 제대로 들어있는 것을 보고는, _____도 귤을 까 보았으나 계속 알맹이가 없는 것들이었다.",조조,hard
"( 연의, 사서 공통 ) 법정의 출신지는 사례 ___군이다.",부풍,super hard
"( 연의, 사서 공통 ) 여몽은 _____의 바로 다음 후임이 되어 손권군의 군권을 맡았다.",노숙,hard
"( 연의, 사서 공통 ) 이응의 집에 찾아온 ㅁㅁㅁㅁ 진위가 ""어렸을 때 총명하다고 해도 커서 반드시 총명한 것은 아니다"" 라고 말하자, 공융은 ""그렇다면 당신은 어렸을 때 틀림없이 총명했을 것"" 이라고 응수했다.",태중대부,super hard
"( 연의 ) 유수구에서 감녕이 100명으로 야습을 성공시킨 다음날 조조군이 싸움을 걸어오자, 능통이 손권의 허락을 얻어 출진했는데, 악진을 내보내어 능통과 싸우게 한 사람의 이름은?",장료,very hard
"( 연의 ) 동탁과 처음으로 동침한 다음날 아침, 머리를 빗던 초선은 자신을 엿보고 있는 _____의 모습을 발견하고도 모른척 하면서 눈물을 닦는 시늉을 했다.",여포,medium
( 사서 ) 상총의 출신지는 양양군 ___현이다.,의성,super hard
"( 연의 ) 화타가 자신을 묶어놓고 팔뼈의 상한 부분을 긁어내는 치료를 하려 하자, 묶지 말고 그냥 치료를 하라고 말한 사람의 이름은?",관우,hard
"( 연의, 사서 공통 ) 후한 영제가 황제였을 때, 부적을 태운 재를 물에 탄 것을 사람들에게 나눠주며 병자들을 치료한 사람의 이름은?",장각,hard
"( 연의 ) 오장원을 지나 추격하다가, 촉한군이 방향을 돌려 달려오고 그 가운데에 사륜거가 있는 것을 보고 놀라며 ""제갈량이 죽지 않았는데 내가 경솔해서 그의 계략에 빠졌다"" 고 말하고 달아나기 시작한 사람의 이름은?",사마의,medium
"( 연의, 사서 공통 ) 위강을 죽이고 기성을 점령한 마초가 양부, 강서, 조앙, 윤봉을 치기 위해 기성을 나간 사이, 조구와 함께 기성을 점거하고 성문을 닫고 마초의 아내와 아들과 친척들을 죽인 사람의 이름은?",양관,very hard
"( 연의, 사서 공통 ) 마원의를 통해 장각의 태평도와 내통하던 환관의 이름은?",봉서,very hard
"( 연의, 사서 공통 ) ㅁ나라는 연호를 경원에서 함희로 고쳤다.",위,super hard
"( 연의, 사서 공통 ) 주흔과 주앙의 동생으로, 원소의 편에 서서 예주에서 원술군과 싸웠으며, 고향인 회계로 돌아가서는 허공에게 죽은 사람의 이름은?",주우,very hard
( 연의 ) 오과국의 국왕의 이름은?,올돌골,very hard
"( 연의 ) 화웅이 반동탁연합군의 유섭을 격파하자, 나아가 맞서 싸웠으나 패배하고 죽은, 한복의 부하의 이름은?",반봉,hard
"( 연의 ) 유비가 서천을 평정하자, 손권은 형주를 돌려받기 위해, _____의 가족을 거짓으로 인질로 잡고는 그를 유비에게 사신으로 보내어 형주를 돌려달라고 했다.",제갈근,hard
"( 연의 ) 팽양은 하인에게 편지를 주어, 관우가 죽은 일 때문에 입장이 난처해진 _____에게 전하게 했으나, 그 하인은 마초에게 붙잡혔다.",맹달,hard
"( 연의 ) 제갈량의 계략이 성공한 줄 알고 천수성을 점령하려던 조운은 강유, _____, 양건의 협공을 받고 패해 물러났다.",마준,hard
"( 연의 ) 어떻게 도술을 배웠느냐는 조조의 질문에, 좌자는 ""서천 가주 ㅁㅁ산에서 30년간 도를 닦다가 벼락맞아 깨진 바위에서 둔갑천서라는 책 세 권을 얻었다"" 고 대답했다.",아미,super hard
"( 연의, 사서 공통 ) 제갈첨, 제갈상, 장준, 이구와 함께 면죽에서 등애의 병력과 싸우다가 전사한, 촉한의 신하의 이름은?",황숭,super hard
"( 연의 ) 제갈량의 수명 연장 기도가 시작된 지 ___번째 밤이 되었을 때, 위연이 발로 등불을 껐다.",6,hard
"( 연의, 사서 공통 ) 손침이 연회 중에 밖에서 불이 난 것을 핑계로 자리를 떠나려하자, ""밖에 병사들이 많으니, 승상은 가지 말고 편히 계시라"" 고 말한 사람의 이름은?",손휴,very hard
"( 연의 ) 조조는 죽는 날 후사에 대해 유언을 남기며, _____에 대해 ""용맹하나 지모가 부족하다"" 고 말했다.",조창,hard
"( 연의 ) 손권은 관우를 죽이고 나서 연회를 열어 장수들의 전공을 축하했는데, 이 자리에서 ""조조를 적벽에서 이긴 주유나 ㅁ주 지배를 하지 못한 노숙보다 여몽이 더 뛰어나다"" 고 여몽에게 말했다.",형,hard
"( 연의 ) 관흥이 앞에 서고 부융은 남아 뒤를 끊으며 황제 유비를 보호하여 마안산을 탈출했는데, 이때 가운데에서 유비를 보호한 장수의 이름은?",장포,very hard
"( 연의 ) 제갈량은 사마의가 관직을 삭탈당하고 고향으로 돌아갔다는 소식을 듣자, ""내가 위나라를 치려고 한지 오래 되었는데, 사마의가 ㅁ주와 양주의 병력을 지휘하고 있어서 실천하지 못했으나, 이제는 걱정할 것이 없다"" 고 말하고 다음날 출사표를 올렸다.",옹,hard
"( 연의 ) 대릉, 장호, 악침은 각각 앞, 가운데, 중간에서 30기의 기병을 이끌고 제갈량의 팔괘진으로 뛰어들었는데, 세 사람 중 가장 앞에서 쳐들어간 사람의 이름은?",장호,very hard
"( 연의, 사서 공통 ) 원래 양봉의 부하였으나, 조조에게 귀순한 이후 관서와 형주 등 각지에서 맹활약했으며, 양양과 번성을 공격하던 관우를 패퇴시키기도 한 장수의 이름은?",서황,medium
"( 연의 ) 관로는 밭을 갈고 있는 젊은이를 보고 이름을 물었으며, 얼굴이 잘 생겼으나 미간에 죽음의 기운이 있어 ___일 안에 죽을거라고 말했다.",3,very hard
"( 연의 ) 십상시의 난으로 인해 궁 밖으로 나온 황제가 궁궐로 돌아갈 때, 한 떼의 병력이 나타나자 문무백관들이 두려워했는데, 이때 나서서 그 병력들을 향해 누구냐고 질문한 사람의 이름은?",원소,very hard
"( 연의 ) 적벽의 전투에서, 제갈량은 남병산에 칠성단이라는 제단을 만들어주면 ㅁㅁ풍이 불도록 해보겠다고 주유에게 말했다.",동남,medium
"( 연의, 사서 공통 ) 손책이 유요를 공격하기 전에, 조랑은 손책과 ___현에서 싸웠지만 패했다.",경,super hard
"( 연의 ) ㅁㅁ 양의가 ""승상께서 전에 100일 마다 병력을 교체하기로 했었는데, 지금 기한이 되었으니 8만 중 4만은 교대해야 할 것 같다"" 고 말하자, 제갈량은 ""이미 말한 일이니 그대로 시행하라"" 고 대답했다.",장사,super hard
"( 연의, 사서 공통 ) 사마염이 위나라의 진왕이었을 때, 석포는 ㅁㅁ장군이었다.",표기,super hard
"( 연의, 사서 공통 ) 팽양을 만나 그의 불만을 듣고는, 이를 유비에게 고하여, 팽양을 죽게 만든 사람의 이름은?",마초,hard
"( 연의 ) 여성용품을 가지고 적진으로 갔던 사자가 돌아와서 있었던 일을 말해주자, 제갈량은 _____에 대해 ""그가 나를 깊이 아는구나"" 라고 평가하며 탄식했다.",사마의,hard
( 사서 ) 양의의 자는 ㅁㅁ이다.,위공,super hard
"( 연의 ) 좌자는 연회 도중에 조조에게 송강의 농어를 바치고는, 식물인 ㅁㅁ을 바쳤다.",생강,super hard
"( 연의 ) 곽사군이 동쪽으로 이동하는 헌제의 어가를 화음현에서 따라잡았을 때 양봉군과 전투를 벌였는데, 이 전투에서 패배해서 물러난 쪽은 _____군이다.",곽사,hard
"( 연의 ) 유선의 명령으로 제갈량을 찾아간 두경은, 사람들이 들여보내주지 않자 ""유비께서 제갈량에게 유선을 맡겼고, 유선은 황제가 된지 얼마 되지도 않았는데, 조비의 병력이 다섯 방면으로 국경을 침범해와 급박한데도 제갈량은 왜 ㅁ을 핑계로 나와보지도 않는가"" 라고 말했다.",병,very hard
"( 연의, 사서 공통 ) 손등은 ㅁㅁ 4년에 죽었다.",적오,super hard
"( 연의 ) 적벽의 전투에서, 동남풍이 불기 시작하자 유비에게 돌아온 제갈량은, 조운과 장비에게 매복을 지시한 뒤, 미축, 미방, _____에게는 배를 타고 강을 돌아다니며 패잔병을 사로잡고 무기를 빼앗으라고 말했다.",유봉,very hard
( 연의 ) 한당의 부장인 하순을 죽인 장수의 이름은?,장포,very hard
"( 연의 ) 장비는 장합이 지키는 와구관을 여러차례 공격해도 함락시키지 못하자 샛길을 찾아다녔는데, 여러 남녀가 짐을 지고 칡덩굴을 의지해서 길을 가는 것을 보고는, ㅁㅁ을 들어 그 사람들을 가리키며 ""와구관을 빼앗는 것은 저들에게 달렸다"" 고 말했다.",채찍,super hard
"( 연의, 사서 공통 ) _____의 편지를 받아본 종회는 ""등애를 잡는 것 뿐이라면 나 혼자서도 할 수 있는 걸 그도 알고 있을텐데"" 라고 말했다.",사마소,very hard
( 연의 ) 자신의 군대가 열병하는 모습을 사자로 온 장송에게 보여주어 위압하려고 했던 군웅의 이름은?,조조,hard
"( 연의, 사서 공통 ) 태사향의 자는 ㅁㅁ이다.",원복,very hard
"( 연의 ) 며칠을 연속으로 촉나라 군대와 마주친 비요는, 드디어 수레에 타고 나타난 _____하고 험한 문답을 주고 받았다.",제갈량,hard
"( 연의 ) 조조가 서주에서 철군하고 여포와 싸우러 연주로 가자, 도겸은 _____에게 서주를 양보하려 했으나 거절당했다.",유비,medium
"( 연의, 사서 공통 ) 유표의 아들인 유기의 사인은 ㅁ사였다.",병,hard
"( 연의, 사서 공통 ) 종회가 진서장군이 되었을 때, 위나라는 청주와 서주와 예주와 형주와 양주에서 배를 만들었으며 항장 출신인 _____도 배를 준비하는 임무를 맡았는데, 이는 오나라를 공격한다는 거짓 소문을 내고 실제로는 촉한을 공격하기 위함이었다.",당자,very hard
"( 연의, 사서 공통 ) 이숙을 죽인 사람의 이름은?",여포,hard
"( 연의, 사서 공통 ) 사마랑의 할아버지의 이름은?",사마준,very hard
"( 연의, 사서 공통 ) 익주에서 벌어진 유장과 유비의 싸움에서, 결국 둘 중 이긴 군웅의 이름은?",유비,medium
"( 연의 ) 조진을 돕기 위해 아단과 월길이 이끄는 서강군이 서평관으로 온다는 소식을 듣자, 관흥과 장포가 강족 병사들을 상대하겠다고 자원했는데, 이에 제갈량은 _____에게 관흥과 장포와 함께 가도록 했다.",마대,hard
( 연의 ) 오나라 정벌을 시도한 조비에게 기습을 한 손소의 자는 ㅁㅁ이다.,공례,very hard
"( 연의 ) 왕평과 장억에게 선두부대를 맡기고, 강유와 마충에게 가운데 부대를 맡기고, 요화와 장익에게 후미 부대를 맡겨 위수 물가의 영채를 공격하게 했으나, 실패한 사람의 이름은?",제갈량,hard
"( 연의, 사서 공통 ) 시중 태사령 왕립은 ""금성과 화성이 만났으니, ㅁ나라의 운은 다해가고, 옛 진나라 땅이나 위나라 땅에서 새로 흥할 자가 있을 것"" 이라고 종정 유애에게 말했다.",한,very hard
"( 연의 ) 한중의 전투 중에, ""촉의 군사들은 어디 있느냐"" 는 조운의 질문에 ""다 죽여버렸다"" 고 대답한 사람의 이름은?",초병,very hard
"( 연의 ) 적벽의 전투를 앞두고, 유비의 사자로 예물을 가지고 온 미축은 제갈량과 함께 돌아가기를 청했는데, 이 청을 거절한 사람의 이름은?",주유,very hard
"( 연의, 사서 공통 ) 가후의 자는 ㅁㅁ이다.",문화,very hard
"( 연의 ) 제갈량이 마속과 함께 위나라 정벌에 나섰을 때, ㅁㅁㅁㅁ 장포는 우호위사를 맡았다.",호익장군,super hard
"( 연의, 사서 공통 ) 등애와 종회가 촉한 정벌을 시작했을 때, 제갈서는 _____의 퇴로를 막는 임무를 맡았지만 실패했다.",강유,very hard
"( 연의 ) 대군을 열병시켜 보여준 조조에게, 장송은 ""조조의 군대가 가는 곳마다 승리하는 것을 잘 안다"" 고 하면서, ㅁㅁ에서 여포와 싸운 일, 적벽에서 주유와 싸운 일, 화용도에서 관우와 만난 일 등을 언급했다.",복양,very hard
"( 연의 ) 장합과 대릉이 3만의 병력으로 추격에 나섰을 무렵, 제갈량은 ""5천의 병력을 이끌고 산골짜기에 매복해 있다가, 산꼭대기에서 붉은 기가 흔들리면 뛰쳐나와 위나라 군대를 공격하라"" 고 _____에게 말했다.",관흥,very hard
"( 연의 ) 상방곡에 지뢰가 매설되어있을 때, 사로잡혀 온 촉한의 병사들을 풀어주고 하후화에게 질문을 받은 사람의 이름은?",사마의,very hard
"( 연의 ) 북해를 통치하던 공융의 부하로, 황건적인 관해와 겨루었지만 패하고 목숨을 잃은 장수의 이름은?",종보,hard
"( 연의 ) 사마의가 이미 농상에 와 있다는 것을 안 제갈량은, 강유에게 바퀴가 ___개 달린 수레 한 대와 수레를 지킬 천 명의 병력과 북을 칠 오백 명의 병력을 주어 상규의 뒤에 매복하게 했다.",4,very hard
"( 연의, 사서 공통 ) 십상시 중 하나로, 장양과 함께 하진을 살해했으며, 십상시의 난 때는 태후를 협박하여 함께 달아나려고 했지만 노식이 꾸짖자 태후를 놓아주었고, 장양과 황제와 진류왕과 함께 달아나다가 민공의 추격을 받아 죽은 사람의 이름은?",단규,very hard
"( 연의 ) 등애가 산을 넘어와서 마막의 항복을 받고 부성도 점령했을 무렵, 유선은 _____에게 칙서를 연달아 세 번 내려서 그를 불렀다.",제갈첨,very hard
"( 연의 ) 한수의 팔을 자른 마초가 조조군에 포위되어 말도 쓰러지고 위기에 처했을 때, 방덕과 마대가 나타나 구해서 달아났는데, 조조는 ""마초의 목을 가져오는 자에게 천금의 상과 ___호후를, 사로잡아오는 자에게 대장군의 관직을 내리겠다"" 고 말했다.",10000,super hard
"( 연의 ) 사마의와 내기를 한 후 야곡을 지키던 조진은, 촉나라 군대가 나타났다는 보고를 받자 진량에게 ___명의 병력을 주어 정찰하게 했다.",5000,super hard
"( 연의 ) 하후연이 죽자마자 정군산에서 진식과 황충의 협공을 받아 달아나다가, 길을 막아선 조운과도 싸워 길을 열어 달아난 장수의 이름은?",장합,very hard
"( 연의, 사서 공통 ) 항상 천하가 사마사의 천하라고 말했던 사람의 이름은?",사마소,super hard
"( 연의, 사서 공통 ) 유비를 받아들인 원소가 안량을 선봉으로 하여 동군태수 유연이 지키는 백마를 공격하였을 때, 안량은 도량이 좁으니 혼자 보내서는 안된다고 원소에게 진언하였으나 거절당한 사람의 이름은?",저수,hard
( 사서 ) 전만의 출신지는 진류군 ___현이다.,기오,super hard
"( 연의, 사서 공통 ) 왕기는 ""지금 일어난 반란군에는 _____의 세력 때문에 어쩔 수 없이 그를 따르는 자가 많으므로, 우리는 대군으로 위엄을 보이고 적을 와해시켜야 한다"" 고 사마사에게 말했다.",관구검,very hard
"( 연의, 사서 공통 ) 헌제와 결혼한 조절의 아버지의 이름은?",조조,hard
